client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328074.mp3	Per altra banda, al registre cadastral constava inscrita a nom de Barbany.	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328075.mp3	"Només es manté la façana principal de l'antic edifici."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328076.mp3	Excel·lí com a superior dels convents reformats i mestre espirituals.	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328077.mp3	"Per aquestes raons, fent gala d'un gran menyspreu mutu."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328129.mp3	"En general, es troba al costat de l'artèria quística."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328130.mp3	"Es van proposar diverses missions per demostrar mètodes d'aterratge la nau espacial Gemini en terra."	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328131.mp3	"Ordre de les reparacions quan s'ha de realitzar diverses."	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328132.mp3	"A aquest programa s'hi ha afegit la donació de medicaments i instrumental mèdic."	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328133.mp3	Al seu torn, les lamel·les estan unides entre si per fibres col·làgenes.	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328143.mp3	"Flors rosades, floreix a finals de primavera i a l'estiu."	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328147.mp3	"Podia dictar bans per la Llei d'Ordre Públic."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328148.mp3	"Com a conseqüència, l'església ortodoxa ara és la majoritària al país."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328149.mp3	"Aquest fet va significar l'inici de la colonització romana del territori occità."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328282.mp3	País amfitrió ressaltat.	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328289.mp3	"Es tracta d'un animal arborícola que s'alimenta de brots."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328290.mp3	"És molt actiu a les xarxes on penja covers d'artistes."	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328291.mp3	Amb el temps es va anar reparant els danys però encara queden senyals.	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328300.mp3	"És endèmica del nord dels Andes peruans, prop de la frontera amb l'Equador."	2	1	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328301.mp3	El fort va quedar aviat en ruïnes.	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328303.mp3	Tots tres estats emeten monedes amb els símbols nacionals propis al revers.	2	0	twenties	male	valencià	ca	
0b9ad5f732b88302440ae9dbb11e566885820579ea2e2016bfae84bc8c267a9164f58240fca1debfafebb3437bf891a84d608fa823d11299530b39c652f87dac	common_voice_ca_21328306.mp3	"Aviat va obtenir prestigi per potenciar l'art innovador del moment."	2	1	twenties	male	valencià	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427432.mp3	Tanmateix, amb càlculs és possible determinar quin dels camins de sortida és el seleccionat.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427438.mp3	La Carmeta caminava ben assossegada.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427439.mp3	En retornar a Sant Petersburg, ben aviat fou promogut a càrrecs administratius de considerable importància.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427440.mp3	És també autora de diversos treballs científics en el camp de la paleontologia.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427441.mp3	Aquest fou discutit i esmenat pels participants al concili.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427442.mp3	Hi ha molt pocs recursos naturals, i una absència gairebé total de la indústria.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427448.mp3	La renda resultant és propietat del Tresor dels Estats Units.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427449.mp3	Va formar part dels comtats de Foix i de Carcassona.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427450.mp3	Aleshores ja només quedaven tres supervivents.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427451.mp3	"Conjunt d'edificis d'un complex industrial."	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427452.mp3	"És la més septentrional del terme Morella i limita amb l'Aragó."	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427458.mp3	"L'eutrofització creixent de l'espai podria haver comportat la desaparició d'aquestes comunitats i espècies."	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427459.mp3	La figura de Maria destaca per ser més gran i de color vermell.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427460.mp3	En un primer moment el tòxic es distribueix fins al lloc d’acció.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427461.mp3	Forma part de les fronteres de Pennsilvània, Virgínia Occidental, Delaware i Maryland.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427462.mp3	Damunt la porta i les finestres hi ha tres òculs.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427473.mp3	En aquest cas es parla de dualitat mètrica.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427474.mp3	"Floreix durant tot l'estiu, però per recol·lectar-la s'ha de fer a la primavera o tardor."	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427475.mp3	"És descendent d'alemanys del Volga i espanyols."	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427476.mp3	Anteriorment havia treballat de torner mecànic i delineant.	2	0	twenties	female	central	ca	
11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	common_voice_ca_20427477.mp3	Professor convidat en diverses universitats, és col·laborador habitual de programes de ràdio i televisió.	2	0	twenties	female	central	ca	
